31.351717	85.026436	16.140268	50.144974	24.396999	29.967495	7.165277	10.191035	0.544767
84.30365	85.015717	83.259964	41.5303	24.396999	8.544818	27.72127	9.261639	0.284782
6.489597	78.381866	34.23782	4.22219	24.396999	19.148773	10.163262	1.257793	0.049222
36.870701	33.501957	15.88828	4.171412	24.396999	28.157997	1.217276	17.362589	0.079774
13.220318	91.357399	25.106779	55.203602	24.396999	27.25975	29.161814	5.174559	0.577067
90.153297	74.15387	45.499046	14.775403	24.396999	12.70459	22.704399	1.278975	0.117933
33.423824	11.180098	39.438347	52.562218	24.396999	24.504314	22.21777	21.255133	0.993771
94.470695	55.026588	62.220726	54.512234	24.396999	16.907534	16.134785	22.299601	0.433346
37.432835	90.205429	83.496284	14.22295	24.396999	25.606754	4.125291	8.13431	0.110692
50.953835	52.110016	85.495987	25.353729	24.396999	7.07445	28.219912	13.294211	0.225678
87.282265	56.224026	96.190811	58.434387	24.396999	27.780502	22.827894	22.366032	0.412863
20.038845	77.359032	45.413059	37.566399	24.396999	21.781343	5.461194	14.676851	0.408709
64.584351	23.547562	62.73737	17.35833	24.396999	15.192344	22.71479	11.811237	0.186513
50.084091	48.454315	81.224663	17.500626	24.396999	23.478571	5.073203	10.993684	0.163524
69.536858	53.51553	17.460829	32.327461	24.396999	28.933039	23.823586	21.953728	0.361338
64.238045	56.238815	35.111229	6.674514	24.396999	27.483221	8.614147	9.25861	0.072301
91.499123	46.863228	10.5659	18.101877	24.396999	14.286818	16.478558	18.598879	0.175162
50.928596	75.249496	75.152466	27.935774	24.396999	12.2007	15.373115	14.033606	0.236913
4.774427	30.540419	24.950096	46.657349	24.396999	14.377678	20.131683	29.766321	1.174529
20.166727	12.142704	66.163918	57.207329	24.396999	9.273492	27.962055	7.057953	0.814608
41.64592	28.474838	88.109726	30.711037	24.396999	23.901897	24.311462	16.57803	0.30248
48.850616	11.054756	76.167915	47.786198	24.396999	1.39026	18.435438	27.487736	0.524202
89.038017	2.359611	56.792107	45.957867	24.396999	5.012472	9.781379	22.013247	0.435064
79.302498	75.054077	41.569973	1.373373	24.396999	27.864206	16.708786	15.361934	0.011755
